Localidad,Población total,Viviendas particulares habitadas,Población de 15 años o más analfabeta,Población de 15 años o más sin primaria completa, Viviendas particulares habitadas sin excusado, Viviendas particulares habitadas sin energía eléctrica,Viviendas particulares habitadas sin disponibilidad de agua entubada,Promedio de ocupantes por cuarto en viviendas particulares habitadas,Viviendas particulares habitadas con piso de tierra,Viviendas particulares habitadas que no disponen de refrigerador,Índice de marginación,Grado de marginación,"Índice de marginación escala 
0 a 100",Lugar que ocupa en el contexto nacional,Lugar que ocupa en el contexto  estatal
Buena Vista,52,15,8.108108108,40.54054054,0,0,6.666666667,1.21,6.666666667,6.666666667,-0.948989083,Medio,7.118215128,91548,1382
Camarillo,9,3,0,25,33.33333333,0,100,1.13,0,0,-0.817417725,Medio,8.162724179,84950,1159
El Cangrejo,24,7,6.25,43.75,14.28571429,0,14.28571429,1.2,14.28571429,28.57142857,-0.65038756,Alto,9.488730999,75986,925
Carrizos,28,11,4.545454546,54.54545455,0,0,0,0.8,18.18181818,0,-0.949582308,Medio,7.113505676,91571,1386
La Cruz,67,19,5.882352941,46,0,15.78947368,10.52631579,1.25,10.52631579,26.31578947,-0.656135707,Alto,9.443098033,76283,932
La Laja,279,90,7.075471698,34.87179487,2.222222222,0,3.333333333,0.96,10,10,-1.040861094,Medio,6.388868347,95638,1515
Magüiras,141,46,7.96460177,44.24778761,8.695652174,0,4.347826087,1.18,10.86956522,21.73913043,-0.75898689,Alto,8.626590603,81840,1072
Paso de Lajas (La Laja),91,35,4.411764706,41.17647059,14.28571429,5.714285714,8.571428571,1.14,22.85714286,25.71428571,-0.656371407,Alto,9.441226875,76299,933
El Pinto,137,37,0,26.53061224,0,0,2.702702703,1.04,0,2.702702703,-1.317911563,Bajo,4.189440406,103873,1871
La Purísima,35,12,11.11111111,48.14814815,8.333333333,0,0,1.06,0,25,-0.785301704,Alto,8.417684492,83265,1118
Las Raíces de Arriba,5,3,0,20,33.33333333,0,100,0.83,0,33.33333333,-0.747010258,Alto,8.721669814,81168,1050
San José de los Álamos,17,5,0,35.29411765,0,0,60,0.94,0,0,-1.090436407,Bajo,5.995303492,97667,1585
El Troncón,33,8,4.545454546,61.9047619,0,0,50,1.43,12.5,25,-0.431442657,Alto,11.22687473,64322,674
La Querencia,6,3,0,20,0,0,0,0.75,0,0,-1.486768525,Muy bajo,2.848931142,105758,1979
La Luz de la Parrita,8,4,0,71.42857143,0,0,25,0.57,50,0,-0.602381501,Alto,9.869837975,73361,866
Mojonera (Magüiras),42,10,0,19.23076923,0,0,0,1.17,0,10,-1.319031526,Bajo,4.180549327,103899,1875
Cinco Señores (Los Ángeles),102,26,5.555555556,38.02816901,3.846153846,4,3.846153846,1.59,3.846153846,26.92307692,-0.760597236,Alto,8.613806509,81923,1075
Iturbide,1896,507,6.277695716,25.73189522,2.366863905,0.986193294,2.173913044,1.08,2.964426878,9.467455621,-1.156877515,Bajo,5.467845695,100036,1686
Benito Juárez (Las Adjuntas),68,15,14.58333333,44.68085106,6.666666667,100,13.33333333,1.84,33.33333333,100,0.773437473,Muy alto,20.79208872,21103,114
La Boquilla,25,8,0,57.14285714,0,100,0,1.04,37.5,100,0.442749213,Alto,18.16684502,29307,186
Buena Vista,92,24,4.6875,39.0625,8.333333333,66.66666667,66.66666667,1.35,4.166666667,100,0.234308277,Alto,16.51208941,35735,254
Camarones,94,31,6.849315069,58.33333333,12.90322581,3.225806452,3.225806452,1.03,6.451612903,29.03225806,-0.620232665,Alto,9.728122465,74329,890
La Colorada,88,25,17.46031746,37.70491803,16,8,100,0.99,0,20,-0.442288001,Alto,11.14077651,64896,689
Cuevas,95,26,7.8125,50,11.53846154,0,0,1.44,11.53846154,57.69230769,-0.408176027,Alto,11.41158215,63111,654
Las Delicias,58,9,0,10.34482759,0,0,0,1.93,0,0,-1.259643026,Bajo,4.652018396,102793,1809
Jazmínes,10,5,12.5,62.5,0,0,60,0.67,20,40,-0.359160809,Alto,11.80070057,60581,598
Santa Rosa (Laguna de Santa Rosa),35,13,11.76470588,59.375,0,0,30.76923077,0.85,7.692307692,23.07692308,-0.631549283,Alto,9.638282932,74932,903
Lampazos,37,10,0,20,10,0,40,1.54,10,40,-0.772651523,Alto,8.518110816,82572,1100
La Luz,36,10,7.692307692,53.84615385,0,10,0,1.29,0,10,-0.786223533,Alto,8.41036634,83311,1120
El Madroño,119,39,8.988764045,42.69662921,5.128205128,2.564102564,5.128205128,1.11,0,38.46153846,-0.75676056,Alto,8.644264825,81715,1069
Marrubial,11,4,27.27272727,63.63636364,0,0,0,1,0,25,-0.495282893,Alto,10.72006455,67693,741
Los Pinos,18,4,8.333333333,33.33333333,0,0,0,1.5,0,0,-1.045948434,Medio,6.348481347,95850,1523
La Providencia,12,3,14.28571429,42.85714286,33.33333333,0,0,1.71,0,66.66666667,-0.22255652,Alto,12.88516468,54062,476
La Purísima,148,35,4.761904762,43.56435644,0,0,0,1.49,14.28571429,45.71428571,-0.616896936,Alto,9.75460391,74165,882
San Antonio de Peñitas,144,34,3.333333333,30.33707865,8.823529412,2.941176471,0,1.73,11.76470588,26.47058824,-0.76418131,Alto,8.585353524,82116,1082
San Francisco de las Adjuntas,30,8,9.523809524,52.38095238,12.5,100,0,1.2,50,100,0.71734976,Muy alto,20.3468237,22330,123
Santa Inés,64,18,9.756097561,36.58536585,0,50,0,1.39,0,100,-0.111111467,Alto,13.76989649,49113,404
El Saucillo,65,14,11.42857143,37.14285714,28.57142857,28.57142857,14.28571429,1.76,21.42857143,42.85714286,-0.102139161,Alto,13.84112517,48741,398
El Saucito,19,4,9.090909091,45.45454545,25,0,0,1.58,0,50,-0.446700227,Alto,11.10574906,65135,695
La Tijera,23,3,10,44.44444444,0,0,33.33333333,2.56,66.66666667,100,0.547067316,Alto,18.99499792,26484,159
San Antonio,63,14,6.976744186,37.20930233,35.71428571,14.28571429,0,1.97,21.42857143,57.14285714,-0.106121407,Alto,13.80951121,48884,401
Agua de Enmedio,22,7,33.33333333,72.22222222,42.85714286,100,14.28571429,1,0,100,1.033846134,Muy alto,22.8594019,16169,80
San José,15,4,0,30,0,0,0,1.67,25,0,-0.964048851,Medio,6.998659749,92249,1408
La Mentira (Las Anacuas),64,16,0,47.5,0,0,0,1.45,31.25,50,-0.505452567,Alto,10.63933029,68250,758
La Noria,7,3,28.57142857,100,100,66.66666667,33.33333333,0.88,0,100,1.403450009,Muy alto,25.79358603,10971,37
La Cieneguita,7,3,0,71.42857143,66.66666667,0,33.33333333,0.78,33.33333333,0,-0.245242004,Alto,12.70507082,55087,492
La Luz (El Puerto),13,3,0,66.66666667,0,0,0,1.86,0,66.66666667,-0.318692051,Alto,12.12197097,58578,555
Altamira,18,4,40,80,75,75,75,1.29,75,100,2.018419814,Muy alto,30.67566321,5161,10
Iturbide (Alejandría),20,6,0,23.07692308,0,0,0,1.11,0,33.33333333,-1.156166204,Bajo,5.473492603,100005,1685
Mario Carreón Rodríguez,14,4,0,11.11111111,0,0,0,1.4,0,0,-1.396933015,Muy bajo,3.562110704,104943,1940
Ciudad Benito Juárez,151893,39262,1.158943842,7.194368873,1.433956497,0.074530969,2.091005073,1.08,1.215085597,4.543833732,-1.457186446,Muy bajo,3.083775186,105518,1967
San Francisco (El Avispero),6,4,33.33333333,33.33333333,0,0,75,0.46,0,25,-0.624960784,Alto,9.690587226,74572,896
La Boca de San Roque (Charco Azul),8,4,16.66666667,66.66666667,50,50,75,1.33,75,75,1.15456283,Muy alto,23.81773875,14234,59
Carricitos,55,14,3.125,31.25,7.142857143,0,28.57142857,1.28,0,7.142857143,-1.01487555,Medio,6.595160482,94510,1474
La Ciénega (La Cieneguita),65,23,4.081632653,25,0,0,68.18181818,1.02,0,4.347826087,-1.066614801,Medio,6.184416709,96722,1557
La Ciudadela,111,28,9.45945946,38.88888889,3.571428571,0,21.42857143,1.35,0,14.28571429,-0.841690837,Medio,7.970026578,86218,1204
Centro Habitacional Burócratas de Guadalupe,668,156,0.992555831,10.63291139,1.282051282,0,3.205128205,1.24,5.128205128,3.846153846,-1.356545191,Muy bajo,3.882738597,104447,1909
Las Espinas,8,3,0,14.28571429,0,0,66.66666667,0.8,0,0,-1.314792613,Bajo,4.214200897,103827,1868
Fresnillo,96,25,4.761904762,23.80952381,0,0,84,1.23,8,0,-0.932658383,Medio,7.247860098,90787,1360
Jardines de la Silla (Jardines),53742,13642,1.861894957,9.312259718,3.049406245,0.164547494,5.344426955,1.07,2.744656918,6.289400381,-1.388657217,Muy bajo,3.627810003,104835,1932
La Lobita,72,19,10,34.69387755,0,0,47.36842105,1.09,0,15.78947368,-0.875559406,Medio,7.701153261,87990,1264
Loma del Estribo,8,3,0,33.33333333,0,0,66.66666667,1.14,0,33.33333333,-0.831862604,Medio,8.048050231,85731,1182
Las Margaritas,16,4,0,11.11111111,0,0,100,2.29,0,50,-0.528815291,Alto,10.45386001,69504,783
San Antonio,2391,582,3.008502289,18.9061445,1.546391753,0,12.22030981,1.24,3.114186851,6.18556701,-1.218772356,Bajo,4.976479475,101823,1768
San José,416,96,4.62633452,26.37362637,1.041666667,0,18.75,1.4,11.45833333,3.125,-1.02392066,Medio,6.523353821,94897,1489
San Marcos,19,8,0,50,0,0,87.5,0.9,0,12.5,-0.79180289,Alto,8.366073349,83580,1129
San Mateo,170,56,7.692307692,29.6875,0,1.785714286,80,1.13,3.571428571,12.5,-0.822013883,Medio,8.126236532,85212,1165
San Pedro (Don Pedro),21,7,7.142857143,21.42857143,28.57142857,0,57.14285714,1.91,14.28571429,14.28571429,-0.531024477,Alto,10.43632189,69620,786
San Roque,213,68,4.320987654,27.5,4.411764706,2.985074627,72.72727273,1.1,8.955223881,16.17647059,-0.824875485,Medio,8.103519062,85355,1169
Bosques de la Silla (Santa Ana de Abajo),340,90,4.464285714,29.6803653,0,0,58.88888889,1.44,1.111111111,8.888888889,-0.895576599,Medio,7.542242245,88983,1301
Santa Ana de Arriba,121,38,3.092783505,28.72340426,2.631578947,5.263157895,81.57894737,1.05,15.78947368,15.78947368,-0.764729198,Alto,8.581003992,82145,1084
Los Salinas,25,3,8.333333333,25,0,0,33.33333333,4.17,0,0,-0.291127881,Alto,12.34079538,57258,533
Zirándaro,30,9,3.846153846,33.33333333,0,0,33.33333333,0.73,11.11111111,0,-1.128423073,Bajo,5.693737733,99062,1647
Calderón,231,35,3.305785124,20,2.857142857,0,97.05882353,1.15,2.857142857,11.42857143,-0.917946428,Medio,7.364654283,90080,1331
La Paz (Camino A la Paz),8,5,14.28571429,57.14285714,0,0,60,0.62,0,40,-0.541419767,Alto,10.35379652,70165,796
Los Remates (Fracción el Tule),21,7,6.666666667,46.66666667,0,0,100,1.11,14.28571429,0,-0.62092505,Alto,9.722625813,74362,894
Nido,15,4,0,28.57142857,0,0,25,1.67,0,50,-0.767377697,Alto,8.559978278,82289,1092
La Escondida,9,3,0,22.22222222,0,0,100,0.82,0,33.33333333,-0.92172209,Medio,7.334680334,90249,1336
Valle del Encino,4,3,25,25,0,0,66.66666667,0.8,33.33333333,33.33333333,-0.464905332,Alto,10.9612237,66075,715
Montebello,396,106,3.862660944,17.31601732,22.64150943,0.952380952,46.66666667,1.71,63.80952381,37.73584906,-0.246040982,Alto,12.69872795,55138,493
Casa Blanca,18,5,20,60,0,20,80,2.57,0,60,0.400513079,Alto,17.8315439,30472,195
Bosques de San Pedro,1817,431,2.278702892,15.17857143,8.584686775,0,25.52204176,1.29,4.872389791,6.26450116,-1.154643795,Bajo,5.485578588,99956,1681
Héctor Caballero,5812,1344,4.435695538,18.22114085,2.008928571,0.373134328,4.633781764,1.29,9.940209268,8.035714286,-1.155196085,Bajo,5.48119411,99971,1683
Los Huertos,40,10,4,32,0,0,80,1.54,10,10,-0.715069129,Alto,8.975241701,79435,1003
Ismael Flores,489,122,4.953560372,23.89937107,0.819672131,0,42.14876033,1.13,9.836065574,9.016393443,-1.019512174,Medio,6.55835159,94718,1482
San José,28,12,8.695652174,30.43478261,8.333333333,0,83.33333333,1.12,8.333333333,25,-0.64813884,Alto,9.506582973,75879,923
Valle de Juárez,1119,236,2.883355177,16.01615074,1.271186441,0,1.716738197,1.23,2.155172414,5.93220339,-1.295210843,Bajo,4.369655222,103506,1846
Carricitos,145,42,10.89108911,36,4.761904762,0,56.09756098,1.12,11.9047619,7.142857143,-0.757722254,Alto,8.636630205,81764,1070
La Barranca,11,4,27.27272727,45.45454545,25,0,100,1,50,0,-0.013753219,Alto,14.542797,45002,354
La Granada,45,12,0,21.42857143,0,0,66.66666667,1.25,16.66666667,0,-1.006250672,Medio,6.663631032,94122,1457
El Ebanito,7,4,0,100,25,0,100,0.7,75,0,0.274968457,Alto,16.83487947,34379,237
Los Naranjos,34,7,0,15,0,0,0,1.26,14.28571429,28.57142857,-1.125250157,Bajo,5.718926649,98965,1641
Monte Kristal,5640,1361,2.058472554,10.38402458,2.057310801,0.221402214,19.14264597,1.23,7.544378698,5.87803086,-1.262229594,Bajo,4.631484344,102860,1813
La Maestranza,133,35,4.081632653,23.15789474,0,0,11.42857143,1.13,8.571428571,2.857142857,-1.187477175,Bajo,5.224923362,100907,1724
Arboledas de San Roque,25793,6357,2.117243911,13.04715447,2.579833255,0.368944498,6.150378361,1.27,4.706827309,8.44738084,-1.266170896,Bajo,4.600195423,102952,1817
Bajío de San Marcos,8,5,0,50,0,0,100,0.57,0,0,-0.917407385,Medio,7.3689336,90054,1330
Dieciséis de Septiembre,702,175,4,18.80952381,1.142857143,1.142857143,95.42857143,1.55,17.71428571,17.14285714,-0.68277155,Alto,9.231643354,77744,957
Camino A San Marcos,16,4,30,50,0,0,75,2.29,0,25,-0.001746359,Alto,14.63811618,44505,346
Doce de Octubre,289,79,2.525252525,19.68085106,8.860759494,1.333333333,68,1.48,8,8.860759494,-0.87115003,Medio,7.736158095,87762,1258
Campestre el Sauz,29,6,0,16.66666667,0,0,50,2,0,0,-1.016973041,Medio,6.578509071,94608,1477
Mirador de la Montaña,296,72,2.688172043,16.27906977,5.555555556,0,83.33333333,1.26,8.333333333,9.722222222,-0.933430153,Medio,7.241733224,90822,1363
Colinas del Río,7,3,0,50,100,33.33333333,100,2.33,100,100,1.647091869,Muy alto,27.72779215,8314,22
Valle de Vaquerías,2908,734,0.894454383,5.432722679,2.861035422,0,0,1.19,0.843881857,6.267029973,-1.438853251,Muy bajo,3.229317412,105363,1955
Camino Al Charco Azul,8,3,0,0,0,0,100,0.8,0,0,-1.348554635,Muy bajo,3.946173439,104337,1899
Camino Al Lindero,11,5,11.11111111,25,0,0,0,1.22,0,0,-1.170116827,Bajo,5.362742417,100435,1708
Mary,30,7,5.263157895,21.05263158,0,0,0,1.43,0,14.28571429,-1.13827869,Bajo,5.615496682,99388,1659
Ampliación Calderón,11,4,37.5,87.5,75,50,33.33333333,3.67,50,75,2.098965648,Muy alto,31.31509457,4648,8
Los Rehiletes,117,37,0,4.878048781,0,0,0,0.87,0,13.51351351,-1.521565134,Muy bajo,2.57269038,106022,1996
Lampazos de Naranjo,5026,1430,4.186704385,24.91822777,3.916083916,0.56022409,1.121233357,0.9,1.541695866,3.986013986,-1.280248801,Bajo,4.488434778,103214,1828
Golondrinas (Estación),19,5,8.333333333,25,0,0,0,1.12,0,0,-1.232146317,Bajo,4.870307253,102162,1778
Horcones,80,29,6.557377049,52.45901639,0,0,96.55172414,0.8,17.24137931,3.448275862,-0.619633349,Alto,9.73288027,74303,889
La Playa,5,3,0,20,0,0,0,0.71,0,33.33333333,-1.295896001,Bajo,4.364215937,103518,1848
Las Presas,61,18,8.695652174,41.30434783,16.66666667,0,11.11111111,1.22,22.22222222,5.555555556,-0.719503147,Alto,8.940041245,79673,1008
Ranas,51,13,7.894736842,24.32432432,7.692307692,0,7.692307692,1.46,15.38461538,7.692307692,-0.92913582,Medio,7.275824761,90619,1355
Santa Elena,17,5,7.142857143,42.85714286,0,0,100,1.55,0,20,-0.509819504,Alto,10.60466237,68496,763
Paquita (Granja),10,3,33.33333333,55.55555556,0,0,0,1.11,0,0,-0.620708688,Alto,9.724343452,74353,892
Linares,63104,16600,2.319190294,16.53689633,2.204819277,0.338983051,1.419300055,0.97,2.03375425,5.06626506,-1.367684193,Muy bajo,3.794309109,104596,1921
El Alamillo,18,6,0,46.15384615,16.66666667,0,50,1.13,16.66666667,16.66666667,-0.650580014,Alto,9.487203155,75997,926
Los Álamos,134,39,7.446808511,51.64835165,7.692307692,10.25641026,15.38461538,1.22,17.94871795,30.76923077,-0.484675701,Alto,10.80427215,67111,727
Los Álamos,67,20,10.25641026,56.41025641,0,5.263157895,55,1.26,25,25,-0.325933361,Alto,12.0644842,58912,562
Altas Palmas,15,5,0,46.15384615,80,0,100,1.5,0,100,0.36964138,Alto,17.58646192,31394,207
Alta Vista,12,3,0,9.090909091,0,0,0,1.5,0,0,-1.389560802,Muy bajo,3.620636689,104848,1934
El Avileño,13,5,0,63.63636364,40,0,0,1,20,20,-0.495527314,Alto,10.71812416,67699,742
Las Barretas,121,26,1.219512195,51.85185185,3.846153846,0,26.92307692,1.55,3.846153846,3.846153846,-0.779245787,Alto,8.465760756,82948,1106
Nogalillos (Belisario Domínguez),25,7,9.090909091,54.54545455,28.57142857,0,0,1.19,28.57142857,14.28571429,-0.461819536,Alto,10.98572099,65911,710
Benítez,123,33,1.162790698,36.9047619,15.15151515,0,0,1.4,12.12121212,6.060606061,-0.91910019,Medio,7.355494879,90139,1332
El Salitre (Berlanga García),103,29,7.594936709,37.66233766,6.896551724,0,10.34482759,1.1,6.896551724,6.896551724,-0.95895061,Medio,7.039133289,92016,1399
El Brasil,164,47,5.93220339,37.39130435,12.76595745,6.382978723,4.255319149,1.37,6.382978723,19.14893617,-0.783913199,Alto,8.428707448,83186,1116
Buena Vista,56,16,17.07317073,63.41463415,0,0,0,1.1,18.75,12.5,-0.543875686,Alto,10.33429965,70298,799
Caja Pinta,310,96,6.995884774,42.12765957,3.125,5.208333333,4.166666667,0.93,4.166666667,13.54166667,-0.956978945,Medio,7.0547858,91920,1396
El Canelo,53,12,11.42857143,52.94117647,0,0,0,1.51,0,0,-0.810822602,Alto,8.215081052,84592,1149
El Capricho,8,3,0,37.5,0,0,100,1.33,0,0,-0.833184981,Medio,8.037552243,85798,1185
El Caracol,71,23,8.771929825,48.21428571,4.347826087,0,30.43478261,0.99,4.347826087,0,-0.879501974,Medio,7.669854291,88176,1269
El Carmen de los Elizondo,162,38,9.649122807,42.72727273,7.894736842,2.702702703,83.78378378,1.37,10.81081081,10.52631579,-0.501347487,Alto,10.6719194,68023,752
La Carrera,6,3,0,50,0,0,100,1.2,66.66666667,33.33333333,-0.083514049,Alto,13.98898485,47932,387
Pontezuelas,44,11,6.060606061,42.42424242,18.18181818,0,0,0.81,18.18181818,9.090909091,-0.886863291,Medio,7.611414809,88559,1282
El Cascajoso,119,33,7.228915663,35.80246914,42.42424242,0,6.060606061,1.18,3.03030303,18.18181818,-0.725481038,Alto,8.892584403,79977,1015
La Cebadilla (Las Delicias),92,30,11.5942029,47.76119403,6.666666667,0,16.66666667,0.98,10,13.33333333,-0.762608809,Alto,8.59783718,82032,1079
Cerro Prieto,76,22,1.724137931,39.28571429,4.545454546,4.545454546,0,1.33,22.72727273,9.090909091,-0.849748165,Medio,7.906061649,86671,1219
Ciénega de Juan Pérez,52,19,11.36363636,67.44186047,15.78947368,5.263157895,0,1.37,21.05263158,42.10526316,-0.182035268,Alto,13.20685181,52262,454
Cinco de Mayo,16,5,0,58.33333333,0,0,80,1.07,0,20,-0.641757984,Alto,9.557238847,75484,911
El Kilómetro Nueve (Colonia Unión),16,3,0,58.33333333,0,0,66.66666667,1.78,0,0,-0.611735753,Alto,9.795577131,73875,876
La Concepción (San Antonio),8,4,28.57142857,83.33333333,25,25,0,1,25,25,0.188253034,Alto,16.14646943,37361,271
La Concha,10,4,0,42.85714286,0,0,100,1.11,0,0,-0.84038618,Medio,7.980383892,86152,1198
El Consuelo,38,10,4.166666667,16.66666667,10,0,80,1.41,10,10,-0.841835703,Medio,7.968876527,86229,1205
El Consuelo,28,11,4.166666667,39.13043478,18.18181818,18.18181818,27.27272727,1.04,9.090909091,45.45454545,-0.522325766,Alto,10.50537858,69166,773
Los Hoyos (La Rosita),46,16,8.108108108,72.22222222,0,0,0,0.84,0,0,-0.844923574,Medio,7.944362764,86409,1210
Las Crucitas,142,36,3.846153846,31.37254902,8.333333333,0,2.777777778,1.23,11.11111111,16.66666667,-0.960183763,Medio,7.02934363,92074,1401
La Cruz,9,3,11.11111111,66.66666667,0,0,33.33333333,0.9,0,0,-0.738519754,Alto,8.789073602,80720,1033
Cuauhtémoc (La Ceja),37,14,2.941176471,54.54545455,0,0,35.71428571,0.95,0,7.142857143,-0.895750299,Medio,7.540863286,88989,1303
El Chocolate,24,9,0,47.05882353,0,0,55.55555556,0.96,0,0,-0.98304984,Medio,6.847816095,93107,1436
Las Delicias,16,7,0,62.5,14.28571429,14.28571429,0,0.8,28.57142857,14.28571429,-0.598039597,Alto,9.904307166,73158,858
El Diez,322,89,11.16071429,49.10714286,1.123595506,2.247191011,1.123595506,1.37,8.988764045,19.1011236,-0.688594463,Alto,9.18541684,78036,965
Dolores de San Julián,166,51,8,52.41935484,5.882352941,3.921568628,7.843137255,1.1,1.960784314,15.68627451,-0.778601661,Alto,8.470874295,82913,1105
Emiliano Zapata,405,94,3.928571429,21.53284672,1.063829787,0,1.063829787,1.24,9.574468085,9.574468085,-1.154993095,Bajo,5.482805591,99967,1682
La Escondida (El Ranchito),837,209,4.965753425,27.44755245,0.956937799,1.435406699,1.435406699,1.28,5.263157895,10.52631579,-1.08718197,Bajo,6.021139577,97531,1581
La Estrella,34,7,19.04761905,52.38095238,0,0,100,1.31,14.28571429,0,-0.355151596,Alto,11.83252861,60376,594
La Florida,14,6,21.42857143,42.85714286,0,16.66666667,0,1,33.33333333,16.66666667,-0.490895239,Alto,10.75489694,67464,732
La Florida,29,6,9.090909091,36.36363636,0,0,0,1.16,0,0,-1.099475195,Bajo,5.923547026,98012,1600
El Fresno,254,70,3.333333333,33.52601156,1.428571429,1.449275362,8.571428571,1.22,10,14.28571429,-0.982659872,Medio,6.850911944,93080,1434
El Gallo,29,7,0,45.45454545,14.28571429,0,14.28571429,1.32,71.42857143,14.28571429,-0.371108956,Alto,11.70584749,61173,614
Gatos Güeros,343,98,11.95219124,55.28455285,1.020408163,1.030927835,1.020408163,1.57,9.183673469,16.32653061,-0.586926094,Alto,9.99253423,72611,843
La Gorgonia,47,15,6.25,38.70967742,6.666666667,6.666666667,0,1.21,6.666666667,20,-0.850977959,Medio,7.896298651,86743,1223
La Granja,22,11,22.22222222,72.22222222,45.45454545,18.18181818,45.45454545,1,54.54545455,36.36363636,0.495001311,Alto,18.58166015,27880,171
Guadalupe (La Hacienda de Guadalupe),1367,350,2.913631634,24.9733191,2.857142857,0.571428571,12.57142857,1.2,4,5.142857143,-1.158852004,Bajo,5.452170771,100095,1688
Guadalupe,29,7,7.692307692,40,0,0,0,1.04,0,0,-1.113815742,Bajo,5.80970134,98560,1621
Guadalupe Victoria,41,14,5.714285714,51.51515152,0,0,0,1.14,14.28571429,14.28571429,-0.812381716,Alto,8.202703677,84667,1150
El Guajolote,162,47,5.511811024,39.83739837,0,0,0,1.18,17.0212766,8.510638298,-0.935448996,Medio,7.225706179,90919,1368
El Guayacán,48,13,9.090909091,48.48484848,38.46153846,7.692307692,100,1.6,61.53846154,30.76923077,0.344898545,Alto,17.39003531,32154,213
Los Hoyos (San José de los Hoyos),31,9,13.04347826,65.2173913,0,0,100,1.35,66.66666667,0,0.068956309,Alto,15.19940534,41733,312
Jerusalén,15,4,0,26.66666667,0,0,0,1.15,0,0,-1.311571237,Bajo,4.239774522,103774,1864
Jesús María,35,12,7.407407407,61.53846154,58.33333333,0,0,1.13,25,16.66666667,-0.267221582,Alto,12.53058096,56106,515
Jesús María del Puerto,138,37,4.04040404,47.42268041,8.108108108,2.702702703,0,1.22,27.02702703,8.108108108,-0.737456682,Alto,8.797513043,80665,1031
La Lajilla (Ampliación los Hoyos),84,24,8.620689655,44.82758621,0,0,8.333333333,1.29,16.66666667,16.66666667,-0.743468591,Alto,8.749786134,80989,1043
Río Verde (Lampazos),1125,267,3.260869565,28.70748299,1.872659176,0.37593985,20.99236641,1.37,10.2661597,9.36329588,-0.982187496,Medio,6.854662003,93058,1433
Los Leones,71,22,3.571428571,49.09090909,9.090909091,4.545454546,4.545454546,1.04,9.090909091,13.63636364,-0.834521176,Medio,8.026944557,85860,1188
